cps19_citizenship,cps19_age,cps19_province,cps19_education,cps19_gender,cps19_lr_parties_1,cps19_lr_parties_2,cps19_votechoice,cps19_income_number,cps19_income_cat,cps19_lr_scale_bef_1,vote_liberal,vote_conservative
Canadian citizen,61,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,80000,NA,NA,0,0
Canadian citizen,30,Ontario,Some university,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,73,Quebec,Bachelor's degree,A man,5,5,Bloc Québécois,54000,NA,10,0,0
Canadian citizen,82,New Brunswick,Some secondary/ high school,A man,NA,NA,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",8,0,0
Canadian citizen,74,Newfoundland and Labrador,Bachelor's degree,A woman,1,10,Liberal Party,80000,NA,NA,1,0
Canadian citizen,44,Ontario,Bachelor's degree,A woman,10,1,Liberal Party,170000,NA,NA,1,0
Canadian citizen,51,Quebec,"Some technical, community college, CEGEP, College Classique",A man,4,8,ndp,125000,NA,5,0,0
Canadian citizen,60,Quebec,Some secondary/ high school,A woman,8,1,Liberal Party,29000,NA,7,1,0
Canadian citizen,63,Quebec,Completed secondary/ high school,A man,5,9,Bloc Québécois,40000,NA,NA,0,0
Canadian citizen,44,Ontario,Completed secondary/ high school,A man,NA,NA,Don't know/ Prefer not to answer,82500,NA,NA,0,0
Canadian citizen,65,Ontario,Bachelor's degree,A woman,4,8,Liberal Party,100000,NA,5,1,0
Canadian citizen,34,Ontario,Bachelor's degree,A woman,NA,NA,ndp,65000,NA,NA,0,0
Canadian citizen,54,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,2,8,Conservative Party,24999,NA,6,0,1
Canadian citizen,57,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Bloc Québécois,52000,NA,5,0,0
Canadian citizen,22,Quebec,Completed secondary/ high school,A woman,0,0,Bloc Québécois,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,34,Ontario,Bachelor's degree,A woman,NA,10,ndp,100000,NA,NA,0,0
Canadian citizen,31,Alberta,Some university,A woman,NA,8,Green Party,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,99,Ontario,Completed secondary/ high school,A woman,0,10,Conservative Party,NA,"$90,001 to $110,000",10,0,1
Canadian citizen,28,Quebec,"Some technical, community college, CEGEP, College Classique",A man,4,6,Don't know/ Prefer not to answer,100000,NA,NA,0,0
Canadian citizen,67,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,5,5,Conservative Party,60000,NA,5,0,1
Canadian citizen,69,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,1,10,Conservative Party,25000,NA,NA,0,1
Canadian citizen,72,Quebec,Bachelor's degree,A man,5,5,Conservative Party,43000,NA,5,0,1
Canadian citizen,54,Ontario,Completed secondary/ high school,A woman,10,0,Liberal Party,100000,NA,5,1,0
Canadian citizen,31,Ontario,Bachelor's degree,A man,7,10,Liberal Party,285000,NA,NA,1,0
Canadian citizen,64,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,40000,NA,5,0,0
Canadian citizen,39,Quebec,"Some technical, community college, CEGEP, College Classique",A man,7,9,Bloc Québécois,80000,NA,3,0,0
Canadian citizen,43,British Columbia,Bachelor's degree,A woman,6,8,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,48,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,75,Quebec,Completed secondary/ high school,A woman,7,8,Bloc Québécois,32000,NA,6,0,0
Canadian citizen,57,New Brunswick,Completed secondary/ high school,A woman,NA,NA,Green Party,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,34,Ontario,Some university,A man,4,9,Liberal Party,150000,NA,4,1,0
Canadian citizen,43,Ontario,Bachelor's degree,A man,3,9,Liberal Party,150000,NA,NA,1,0
Canadian citizen,22,Quebec,Some secondary/ high school,A woman,10,0,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,67,Ontario,Completed secondary/ high school,A man,0,9,Conservative Party,45000,NA,8,0,1
Canadian citizen,70,Ontario,Some university,A woman,3,6,Conservative Party,80000,NA,NA,0,1
Canadian citizen,56,Manitoba,Bachelor's degree,A woman,8,10,ndp,90000,NA,0,0,0
Canadian citizen,53,Quebec,Master's degree,A man,5,6,Green Party,87000,NA,NA,0,0
Canadian citizen,68,Ontario,Completed secondary/ high school,A man,1,6,Conservative Party,55000,NA,5,0,1
Canadian citizen,59,Ontario,Master's degree,A woman,6,8,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,75,Ontario,Master's degree,A man,0,4,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,82,Ontario,Completed secondary/ high school,A man,6,9,Green Party,30000,NA,NA,0,0
Canadian citizen,64,Quebec,Bachelor's degree,A woman,NA,NA,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,60,Ontario,Completed secondary/ high school,A woman,NA,NA,Conservative Party,80000,NA,NA,0,1
Canadian citizen,63,Ontario,Some university,A woman,NA,NA,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,32,Quebec,Completed secondary/ high school,A woman,NA,NA,Bloc Québécois,NA,"$1 to $30,000",6,0,0
Canadian citizen,25,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,10,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,83,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,4,6,Conservative Party,31500,NA,6,0,1
Canadian citizen,50,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,5,5,Don't know/ Prefer not to answer,20000,NA,5,0,0
Canadian citizen,67,Ontario,Professional degree or doctorate,A man,4,9,Liberal Party,90000,NA,6,1,0
Canadian citizen,77,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,4,6,ndp,24000,NA,NA,0,0
Canadian citizen,32,Ontario,Bachelor's degree,A woman,0,NA,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,23,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,4,10,ndp,20000,NA,1,0,0
Canadian citizen,57,Ontario,Completed secondary/ high school,A man,9,1,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,36,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,50000,NA,NA,0,1
Canadian citizen,63,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,5,0,0
Canadian citizen,39,Ontario,"Some technical, community college, CEGEP, College Classique",A man,2,10,Liberal Party,60000,NA,NA,1,0
Canadian citizen,61,Ontario,Completed secondary/ high school,A woman,NA,NA,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,60,Quebec,Completed secondary/ high school,A man,7,4,Bloc Québécois,94000,NA,NA,0,0
Canadian citizen,43,Quebec,Professional degree or doctorate,A man,1,3,ndp,90000,NA,NA,0,0
Canadian citizen,73,Ontario,"Some technical, community college, CEGEP, College Classique",A man,4,6,Conservative Party,48000,NA,NA,0,1
Canadian citizen,40,Ontario,"Some technical, community college, CEGEP, College Classique",A man,0,0,Green Party,98000,NA,NA,0,0
Canadian citizen,50,British Columbia,Completed secondary/ high school,A man,3,8,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,27,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,3,7,Green Party,90000,NA,NA,0,0
Canadian citizen,38,Quebec,Some university,A man,10,9,Liberal Party,100000,NA,NA,1,0
Canadian citizen,59,Manitoba,"Completed technical, community college, CEGEP, College Classique",A man,9,3,Liberal Party,29000,NA,7,1,0
Canadian citizen,37,Quebec,Completed secondary/ high school,A woman,1,9,Conservative Party,NA,Don't know/ Prefer not to answer,9,0,1
Canadian citizen,65,Alberta,Some university,A man,7,4,Liberal Party,35000,NA,NA,1,0
Canadian citizen,52,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,10,NA,Conservative Party,55000,NA,NA,0,1
Canadian citizen,27,Ontario,Master's degree,A man,2,9,Conservative Party,130000,NA,6,0,1
Canadian citizen,60,Ontario,Completed secondary/ high school,A woman,3,7,Conservative Party,74000,NA,6,0,1
Canadian citizen,58,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,4,7,Liberal Party,110000,NA,NA,1,0
Canadian citizen,60,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,0,10,Conservative Party,137000,NA,10,0,1
Canadian citizen,72,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,NA,"$1 to $30,000",NA,0,1
Canadian citizen,65,Quebec,Completed secondary/ high school,A man,NA,NA,Liberal Party,40000,NA,5,1,0
Canadian citizen,70,Manitoba,"Completed technical, community college, CEGEP, College Classique",A man,0,7,Conservative Party,50000,NA,NA,0,1
Canadian citizen,18,Ontario,Completed secondary/ high school,A woman,3,9,Liberal Party,NA,"$60,001 to $90,000",1,1,0
Canadian citizen,28,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,NA,"$30,001 to $60,000",5,0,0
Canadian citizen,70,Quebec,Professional degree or doctorate,A man,8,4,Liberal Party,60000,NA,5,1,0
Canadian citizen,55,Quebec,Master's degree,A man,3,8,Bloc Québécois,250000,NA,NA,0,0
Canadian citizen,62,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,3,8,Conservative Party,60000,NA,NA,0,1
Canadian citizen,71,Quebec,Some university,A man,3,8,Liberal Party,20000,NA,4,1,0
Canadian citizen,29,Ontario,Some university,A woman,NA,NA,Conservative Party,79000,NA,NA,0,1
Canadian citizen,24,Quebec,Professional degree or doctorate,A man,7,6,Liberal Party,710000,NA,8,1,0
Canadian citizen,60,Ontario,Some secondary/ high school,A man,NA,NA,Conservative Party,14000,NA,5,0,1
Canadian citizen,68,Ontario,Completed secondary/ high school,A woman,NA,NA,Liberal Party,24000,NA,NA,1,0
Canadian citizen,48,Ontario,Completed secondary/ high school,A man,9,5,Liberal Party,38000,NA,8,1,0
Canadian citizen,57,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,3,8,Conservative Party,120000,NA,NA,0,1
Canadian citizen,60,Ontario,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Liberal Party,59000,NA,NA,1,0
Canadian citizen,41,Ontario,Bachelor's degree,A man,6,0,Liberal Party,NA,"$90,001 to $110,000",NA,1,0
Canadian citizen,44,Quebec,Some university,A woman,5,8,Liberal Party,120000,NA,NA,1,0
Canadian citizen,55,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,1,10,Conservative Party,NA,"$90,001 to $110,000",NA,0,1
Canadian citizen,29,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,10,0,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,72,Ontario,Some secondary/ high school,A man,NA,NA,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,55,Ontario,Bachelor's degree,A woman,0,7,Don't know/ Prefer not to answer,300000,NA,5,0,0
Canadian citizen,19,Quebec,Some elementary school,A man,10,10,People's Party,2000,NA,10,0,0
Canadian citizen,29,Quebec,Some secondary/ high school,A woman,NA,NA,Liberal Party,55000,NA,NA,1,0
Canadian citizen,58,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,13000,NA,5,1,0
Canadian citizen,44,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,10,6,Liberal Party,NA,Don't know/ Prefer not to answer,7,1,0
Canadian citizen,48,Ontario,Bachelor's degree,A man,6,6,Don't know/ Prefer not to answer,149999,NA,NA,0,0
Canadian citizen,38,Newfoundland and Labrador,Master's degree,A woman,NA,5,ndp,135000,NA,NA,0,0
Canadian citizen,55,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,7,4,Conservative Party,30000,NA,NA,0,1
Canadian citizen,43,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,50000,NA,NA,1,0
Canadian citizen,66,Manitoba,"Completed technical, community college, CEGEP, College Classique",A woman,9,0,Liberal Party,78000,NA,10,1,0
Canadian citizen,55,Ontario,Completed secondary/ high school,A woman,1,8,ndp,100000,NA,8,0,0
Canadian citizen,62,Ontario,Completed secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,60000,NA,NA,0,0
Canadian citizen,64,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,1,7,ndp,120000,NA,9,0,0
Canadian citizen,36,Quebec,Master's degree,A man,5,10,Don't know/ Prefer not to answer,60000,NA,NA,0,0
Canadian citizen,29,Ontario,Some secondary/ high school,A man,10,0,Liberal Party,30000,NA,9,1,0
Canadian citizen,55,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,NA,"$110,001 to $150,000",NA,0,1
Canadian citizen,63,Quebec,Bachelor's degree,A man,5,1,Don't know/ Prefer not to answer,78000,NA,5,0,0
Canadian citizen,24,Quebec,Master's degree,A man,7,1,Liberal Party,250000,NA,6,1,0
Canadian citizen,75,Ontario,Professional degree or doctorate,A man,3,9,Green Party,89000,NA,4,0,0
Canadian citizen,28,Quebec,Bachelor's degree,A woman,8,1,ndp,120000,NA,NA,0,0
Canadian citizen,72,Ontario,Professional degree or doctorate,A woman,NA,4,Conservative Party,125000,NA,NA,0,1
Canadian citizen,21,New Brunswick,"Some technical, community college, CEGEP, College Classique",A man,0,10,ndp,NA,"$60,001 to $90,000",5,0,0
Canadian citizen,22,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,3,8,Conservative Party,58000,NA,9,0,1
Canadian citizen,27,Ontario,Bachelor's degree,A woman,NA,NA,Liberal Party,225000,NA,NA,1,0
Canadian citizen,19,Quebec,Some university,A man,4,10,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,35,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,0,6,People's Party,30000,NA,NA,0,0
Canadian citizen,31,Alberta,Completed secondary/ high school,A man,5,5,Conservative Party,NA,"$110,001 to $150,000",6,0,1
Canadian citizen,65,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,5,8,Liberal Party,185000,NA,NA,1,0
Canadian citizen,59,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,2,8,Liberal Party,30000,NA,NA,1,0
Canadian citizen,21,Quebec,Some university,A woman,6,7,Don't know/ Prefer not to answer,200000,NA,NA,0,0
Canadian citizen,56,Ontario,Completed secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,21000,NA,NA,0,0
Canadian citizen,42,Alberta,"Some technical, community college, CEGEP, College Classique",A woman,0,9,Conservative Party,NA,"$90,001 to $110,000",NA,0,1
Canadian citizen,34,Manitoba,Completed secondary/ high school,A woman,NA,NA,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,42,Ontario,Completed elementary school,A man,10,8,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,19,Quebec,Some secondary/ high school,A man,1,6,Green Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,33,Ontario,Some university,A woman,9,7,People's Party,80000,NA,NA,0,0
Canadian citizen,48,Manitoba,Bachelor's degree,A woman,NA,NA,Liberal Party,89000,NA,NA,1,0
Canadian citizen,62,Ontario,Completed secondary/ high school,A woman,NA,NA,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,31,Quebec,"Some technical, community college, CEGEP, College Classique",A man,7,9,Conservative Party,NA,"$110,001 to $150,000",NA,0,1
Canadian citizen,58,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,60,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,1,0,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,65,Alberta,Completed secondary/ high school,A man,0,10,Conservative Party,35000,NA,7,0,1
Canadian citizen,28,Manitoba,Bachelor's degree,A woman,7,4,Conservative Party,83000,NA,7,0,1
Canadian citizen,31,British Columbia,Completed secondary/ high school,A woman,NA,NA,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,22,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,3,7,Liberal Party,70000,NA,NA,1,0
Canadian citizen,51,Saskatchewan,"Some technical, community college, CEGEP, College Classique",A woman,5,5,Conservative Party,119000,NA,NA,0,1
Canadian citizen,28,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,0,10,Liberal Party,60000,NA,0,1,0
Canadian citizen,69,Manitoba,"Completed technical, community college, CEGEP, College Classique",A man,4,10,Conservative Party,83000,NA,9,0,1
Canadian citizen,74,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,2,9,Conservative Party,NA,"$30,001 to $60,000",8,0,1
Canadian citizen,26,New Brunswick,Professional degree or doctorate,A woman,2,8,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,26,Manitoba,Completed secondary/ high school,A woman,6,8,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,69,Ontario,Some secondary/ high school,A woman,NA,NA,Conservative Party,27000,NA,NA,0,1
Canadian citizen,61,Ontario,Bachelor's degree,A man,5,9,Conservative Party,NA,"$30,001 to $60,000",8,0,1
Canadian citizen,53,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,2,7,Conservative Party,120000,NA,NA,0,1
Canadian citizen,61,Quebec,Some university,A man,NA,NA,Liberal Party,115000,NA,7,1,0
Canadian citizen,26,Ontario,Master's degree,A woman,NA,NA,Conservative Party,56000,NA,NA,0,1
Canadian citizen,73,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",A man,2,10,Liberal Party,100000,NA,3,1,0
Canadian citizen,31,Manitoba,Some secondary/ high school,A woman,4,10,ndp,12000,NA,3,0,0
Canadian citizen,51,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,8,1,Liberal Party,32500,NA,NA,1,0
Canadian citizen,61,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Bloc Québécois,45000,NA,NA,0,0
Canadian citizen,21,Quebec,Completed secondary/ high school,A woman,9,0,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,72,Quebec,Professional degree or doctorate,A man,4,10,Liberal Party,44000,NA,3,1,0
Canadian citizen,51,Alberta,Bachelor's degree,A woman,5,9,ndp,98000,NA,5,0,0
Canadian citizen,33,Quebec,Professional degree or doctorate,A man,NA,5,Liberal Party,100000,NA,NA,1,0
Canadian citizen,69,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",A woman,10,5,Don't know/ Prefer not to answer,55000,NA,4,0,0
Canadian citizen,53,Ontario,Bachelor's degree,A man,4,9,ndp,15000,NA,3,0,0
Canadian citizen,57,Saskatchewan,Completed secondary/ high school,A woman,NA,NA,ndp,38000,NA,NA,0,0
Canadian citizen,24,Saskatchewan,Completed secondary/ high school,A man,3,7,ndp,NA,"$1 to $30,000",NA,0,0
Canadian citizen,59,New Brunswick,Some university,A man,4,7,Liberal Party,111000,NA,NA,1,0
Canadian citizen,38,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,65000,NA,NA,0,0
Canadian citizen,25,British Columbia,Completed secondary/ high school,A man,9,4,ndp,80000,NA,5,0,0
Canadian citizen,53,British Columbia,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,84,Quebec,Some university,A man,8,7,Bloc Québécois,50000,NA,NA,0,0
Canadian citizen,71,Alberta,Some secondary/ high school,A man,0,7,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,64,Ontario,Master's degree,A man,0,10,Liberal Party,NA,"$110,001 to $150,000",7,1,0
Canadian citizen,22,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,ndp,55000,NA,NA,0,0
Canadian citizen,25,Alberta,"Some technical, community college, CEGEP, College Classique",A woman,5,NA,Conservative Party,55000,NA,NA,0,1
Canadian citizen,35,Ontario,Bachelor's degree,A man,10,10,Conservative Party,99000,NA,NA,0,1
Canadian citizen,67,Alberta,Some university,A woman,2,5,Don't know/ Prefer not to answer,36000,NA,NA,0,0
Canadian citizen,62,Ontario,Completed secondary/ high school,A woman,3,7,Don't know/ Prefer not to answer,16000,NA,NA,0,0
Canadian citizen,61,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,6,NA,Don't know/ Prefer not to answer,500000,NA,4,0,0
Canadian citizen,63,British Columbia,Completed secondary/ high school,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",NA,NA,Liberal Party,50000,NA,5,1,0
Canadian citizen,55,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,2,8,Green Party,110000,NA,8,0,0
Canadian citizen,60,Quebec,Completed secondary/ high school,A woman,8,2,Bloc Québécois,NA,No income,NA,0,0
Canadian citizen,28,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,4,9,Liberal Party,31000,NA,4,1,0
Canadian citizen,32,Alberta,Bachelor's degree,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",4,9,Conservative Party,249000,NA,4,0,1
Canadian citizen,71,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,0,3,People's Party,29000,NA,NA,0,0
Canadian citizen,48,Ontario,Some university,A man,4,6,Conservative Party,79000,NA,NA,0,1
Canadian citizen,29,Quebec,Completed secondary/ high school,A man,0,9,Bloc Québécois,NA,"$1 to $30,000",NA,0,0
Canadian citizen,73,British Columbia,Master's degree,A man,8,1,Liberal Party,87000,NA,NA,1,0
Canadian citizen,32,Ontario,Master's degree,A woman,0,9,Conservative Party,100000,NA,NA,0,1
Canadian citizen,35,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,6,7,ndp,65000,NA,7,0,0
Canadian citizen,35,Ontario,Bachelor's degree,A woman,3,10,Conservative Party,75000,NA,7,0,1
Canadian citizen,29,Ontario,Bachelor's degree,A man,4,8,Conservative Party,85000,NA,NA,0,1
Canadian citizen,60,British Columbia,Bachelor's degree,A woman,6,5,Liberal Party,100000,NA,NA,1,0
Canadian citizen,69,British Columbia,Completed secondary/ high school,A woman,NA,NA,Green Party,25000,NA,5,0,0
Canadian citizen,61,Quebec,Master's degree,A man,5,10,ndp,90000,NA,0,0,0
Canadian citizen,60,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,1,10,Conservative Party,135000,NA,NA,0,1
Canadian citizen,37,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,NA,"$30,001 to $60,000",5,0,1
Canadian citizen,49,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,1,1,Don't know/ Prefer not to answer,0,NA,NA,0,0
Canadian citizen,19,Ontario,Master's degree,A woman,NA,NA,Green Party,42000,NA,NA,0,0
Canadian citizen,49,Ontario,Completed secondary/ high school,A man,8,6,Liberal Party,70000,NA,7,1,0
Canadian citizen,28,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,0,10,ndp,NA,"$30,001 to $60,000",1,0,0
Canadian citizen,46,Quebec,Bachelor's degree,A man,4,7,Liberal Party,44000,NA,NA,1,0
Canadian citizen,35,Ontario,Master's degree,A woman,NA,8,Green Party,150000,NA,2,0,0
Canadian citizen,62,Saskatchewan,Completed secondary/ high school,A woman,NA,NA,Conservative Party,90000,NA,NA,0,1
Canadian citizen,75,Quebec,"Some technical, community college, CEGEP, College Classique",A man,5,9,Don't know/ Prefer not to answer,25000,NA,NA,0,0
Canadian citizen,70,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,8,2,ndp,31394,NA,1,0,0
Canadian citizen,32,Ontario,Master's degree,A woman,10,0,Liberal Party,61640,NA,NA,1,0
Canadian citizen,38,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,5,5,Green Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,21,Ontario,Completed secondary/ high school,A woman,5,0,Liberal Party,NA,No income,NA,1,0
Canadian citizen,30,Quebec,Some secondary/ high school,A woman,10,6,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,34,Ontario,Bachelor's degree,A woman,1,10,Conservative Party,150000,NA,9,0,1
Canadian citizen,68,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A man,10,2,Liberal Party,41000,NA,NA,1,0
Canadian citizen,49,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,1,9,Liberal Party,128000,NA,NA,1,0
Canadian citizen,24,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,2,8,Conservative Party,60000,NA,NA,0,1
Canadian citizen,50,Ontario,Bachelor's degree,A woman,2,10,Conservative Party,96000,NA,8,0,1
Canadian citizen,31,Alberta,Bachelor's degree,A woman,0,10,Conservative Party,90000,NA,NA,0,1
Canadian citizen,39,Ontario,Completed secondary/ high school,A man,3,7,Liberal Party,155000,NA,NA,1,0
Canadian citizen,60,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,NA,"$90,001 to $110,000",NA,0,0
Canadian citizen,26,Newfoundland and Labrador,Bachelor's degree,A woman,4,10,ndp,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,56,Quebec,Bachelor's degree,A woman,8,4,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,59,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,NA,10,Liberal Party,NA,"$60,001 to $90,000",NA,1,0
Canadian citizen,77,British Columbia,Master's degree,A man,7,10,Don't know/ Prefer not to answer,84000,NA,2,0,0
Canadian citizen,38,Quebec,Master's degree,A man,7,10,ndp,105000,NA,6,0,0
Canadian citizen,57,Ontario,Completed secondary/ high school,A woman,8,3,ndp,34500,NA,NA,0,0
Canadian citizen,60,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,6,4,Liberal Party,31000,NA,NA,1,0
Canadian citizen,76,Ontario,Bachelor's degree,A woman,NA,9,Liberal Party,40000,NA,NA,1,0
Canadian citizen,44,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,8,7,Don't know/ Prefer not to answer,150000,NA,5,0,0
Canadian citizen,24,Ontario,Bachelor's degree,A woman,2,8,Liberal Party,43000,NA,NA,1,0
Canadian citizen,20,Ontario,Bachelor's degree,A man,0,1,People's Party,730000,NA,NA,0,0
Canadian citizen,66,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,10,10,Conservative Party,150000,NA,NA,0,1
Canadian citizen,29,Manitoba,"Completed technical, community college, CEGEP, College Classique",A woman,1,4,Conservative Party,45000,NA,9,0,1
Canadian citizen,69,Saskatchewan,Professional degree or doctorate,A woman,4,8,Conservative Party,60000,NA,7,0,1
Canadian citizen,72,British Columbia,Completed secondary/ high school,A woman,5,5,ndp,57000,NA,NA,0,0
Canadian citizen,56,Quebec,Bachelor's degree,A man,6,4,ndp,170000,NA,NA,0,0
Canadian citizen,61,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,4,7,ndp,350000,NA,NA,0,0
Canadian citizen,57,Ontario,Completed secondary/ high school,A man,10,NA,Green Party,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,22,Quebec,Some university,A man,2,6,Conservative Party,NA,"More than $200,000",NA,0,1
Canadian citizen,73,British Columbia,Master's degree,A woman,3,8,Conservative Party,68000,NA,NA,0,1
