sex,age,province,education,citizenship_status,income_respondent
Male,23.1,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,38.1,Quebec,Trade certificate or diploma,By birth,"$100,000 to $ 124,999"
Female,61.7,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,63.4,Nova Scotia,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,47,Nova Scotia,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,79.2,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,60.5,Quebec,High school diploma or a high school equivalency certificate,By birth,"$75,000 to $99,999"
Female,27.3,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,31,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,40.5,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,39.8,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,64.8,Nova Scotia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,28.8,Ontario,"University certificate, diploma or degree above the bach...",Valid skip,"$75,000 to $99,999"
Female,30,Quebec,University certificate or diploma below the bachelor's level,By birth,"$25,000 to $49,999"
Female,70,Manitoba,Trade certificate or diploma,By birth,"Less than $25,000"
Male,39.4,Quebec,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,61.4,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,23.5,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,58.4,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,49.2,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Male,20.5,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,60.1,Alberta,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,62.8,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,57.4,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,34.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,80,British Columbia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,47.8,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$125,000 and more"
Male,30.3,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,80,British Columbia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,51,Quebec,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,38.9,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Male,72.3,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,45.9,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,71.1,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,23.4,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,52.8,New Brunswick,Trade certificate or diploma,By birth,"Less than $25,000"
Male,71.5,Prince Edward Island,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,52.4,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$25,000 to $49,999"
Male,15.9,Nova Scotia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,62.6,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,56.8,British Columbia,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,48.6,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Female,65.1,Quebec,University certificate or diploma below the bachelor's level,By birth,"Less than $25,000"
Male,35.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,49.8,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,44.3,Ontario,High school diploma or a high school equivalency certificate,By birth,"$100,000 to $ 124,999"
Male,54.7,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Female,18.8,Quebec,High school diploma or a high school equivalency certificate,Valid skip,"Less than $25,000"
Female,20.6,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,76,Manitoba,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Female,44.6,British Columbia,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,74.8,Quebec,"College, CEGEP or other non-university certificate or di...",Valid skip,"$50,000 to $74,999"
Female,80,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,43.9,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"Less than $25,000"
Female,80,Quebec,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,72.2,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,34.3,New Brunswick,"College, CEGEP or other non-university certificate or di...",Valid skip,"$50,000 to $74,999"
Female,71.6,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,37.8,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,61.8,Manitoba,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,55,Nova Scotia,University certificate or diploma below the bachelor's level,By birth,"$50,000 to $74,999"
Male,43.6,Saskatchewan,Trade certificate or diploma,By birth,"$100,000 to $ 124,999"
Male,50.3,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"$125,000 and more"
Female,21.6,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,16.3,Ontario,Less than high school diploma or its equivalent,By naturalization,"$25,000 to $49,999"
Male,56.9,Ontario,"University certificate, diploma or degree above the bach...",By birth,"Less than $25,000"
Female,69.3,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Female,40.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,22.8,Alberta,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,65.2,Saskatchewan,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,66.2,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Male,39.4,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,77.3,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,80,Ontario,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Male,58.6,New Brunswick,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,30.7,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Female,31.7,Saskatchewan,"University certificate, diploma or degree above the bach...",Valid skip,"Less than $25,000"
Male,78.8,Ontario,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,24.7,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,80,British Columbia,Less than high school diploma or its equivalent,By naturalization,"$25,000 to $49,999"
Male,34.8,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,18.9,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,60.4,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,23.3,Quebec,"NA",Valid skip,"Less than $25,000"
Male,69.4,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Female,67.3,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,38.9,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,53.8,Alberta,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Male,15.9,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,44.7,Prince Edward Island,"NA",Valid skip,"Less than $25,000"
Male,24.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,31.4,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,70.8,British Columbia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,54.7,Quebec,High school diploma or a high school equivalency certificate,By naturalization,"$25,000 to $49,999"
Female,65.5,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,69.6,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,38.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,52.3,Quebec,High school diploma or a high school equivalency certificate,Valid skip,"$50,000 to $74,999"
Male,64.7,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,80,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,35.9,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,42,Saskatchewan,University certificate or diploma below the bachelor's level,By birth,"Less than $25,000"
Male,32,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"Less than $25,000"
Male,68.2,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,53.5,Saskatchewan,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,64.8,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,80,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$100,000 to $ 124,999"
Male,64.1,British Columbia,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,54.6,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,43.8,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,39.7,Ontario,"University certificate, diploma or degree above the bach...",Valid skip,"$25,000 to $49,999"
Female,62.6,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,67.8,Saskatchewan,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,57.8,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,80,Alberta,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,59.4,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,42.6,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,59.8,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,30.9,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,23.3,British Columbia,High school diploma or a high school equivalency certificate,Valid skip,"Less than $25,000"
Male,19.4,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Male,22.9,Quebec,Trade certificate or diploma,By birth,"Less than $25,000"
Male,63.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Female,52.9,Ontario,"University certificate, diploma or degree above the bach...",By birth,"Less than $25,000"
Female,70.3,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,70.5,New Brunswick,Less than high school diploma or its equivalent,Valid skip,"$50,000 to $74,999"
Female,80,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,34.6,New Brunswick,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,37.6,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,25.3,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,54.8,Alberta,"University certificate, diploma or degree above the bach...",By naturalization,"$25,000 to $49,999"
Female,41.1,Ontario,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,42.7,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,53,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Male,74.8,New Brunswick,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,56.4,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,31,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Female,80,Manitoba,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Male,66.9,Ontario,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,65.1,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$125,000 and more"
Female,70.8,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,63,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"$125,000 and more"
Female,47.3,Quebec,Trade certificate or diploma,By birth,"Less than $25,000"
Female,66.2,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Female,40.6,British Columbia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,47.4,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,48.6,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,22.4,Quebec,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,61.5,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,43.6,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,28.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,45.8,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$50,000 to $74,999"
Female,64.8,New Brunswick,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Female,75.9,Ontario,Less than high school diploma or its equivalent,By naturalization,"Less than $25,000"
Female,51.8,Quebec,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Male,22.8,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,58.3,Alberta,High school diploma or a high school equivalency certificate,By birth,"$125,000 and more"
Female,71,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,72.7,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,17.1,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,80,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Female,59.3,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,24.1,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,53.6,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,17.7,Alberta,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,24.3,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,67,New Brunswick,"University certificate, diploma or degree above the bach...",By birth,"Less than $25,000"
Female,55.8,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,28.5,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Female,20.8,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,70.7,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,33.8,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,64.8,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Female,56.5,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,65.7,Manitoba,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,34.3,Alberta,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Female,61.6,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,33.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,53.2,Ontario,"University certificate, diploma or degree above the bach...",By naturalization,"$125,000 and more"
Female,27.9,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,55.2,British Columbia,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Male,17.2,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,66.8,Saskatchewan,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,37.2,Quebec,"University certificate, diploma or degree above the bach...",By naturalization,"Less than $25,000"
Female,57.9,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,61.7,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,74.8,Alberta,High school diploma or a high school equivalency certificate,By naturalization,"$50,000 to $74,999"
Female,43.5,British Columbia,High school diploma or a high school equivalency certificate,By naturalization,"$50,000 to $74,999"
Male,30.9,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,67.5,Saskatchewan,Trade certificate or diploma,By birth,"Less than $25,000"
Female,23.8,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,46.5,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,61,Manitoba,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,60.8,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,49.5,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Female,79.8,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,73.6,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$100,000 to $ 124,999"
Male,63.8,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,74.2,New Brunswick,Trade certificate or diploma,By birth,"Less than $25,000"
Male,26.6,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,43.9,Quebec,Trade certificate or diploma,By birth,"Less than $25,000"
Male,39.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Male,62,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,64.3,British Columbia,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Male,66.1,Alberta,"University certificate, diploma or degree above the bach...",By birth,"$100,000 to $ 124,999"
Female,54.9,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,76.3,Ontario,Less than high school diploma or its equivalent,By naturalization,"$25,000 to $49,999"
Male,68,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,58.3,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,62.5,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,61.3,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,45.3,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,50.1,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$125,000 and more"
Male,78.5,British Columbia,"University certificate, diploma or degree above the bach...",By naturalization,"$50,000 to $74,999"
Female,50.5,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,80,Saskatchewan,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,46.3,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Male,56.7,Prince Edward Island,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,37.8,Quebec,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Male,58.4,Ontario,Trade certificate or diploma,By birth,"Less than $25,000"
Female,55.1,Ontario,University certificate or diploma below the bachelor's level,By birth,"$50,000 to $74,999"
Female,54.5,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,62.7,British Columbia,"NA",By naturalization,"$125,000 and more"
Male,39,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Male,43.1,Ontario,"University certificate, diploma or degree above the bach...",Valid skip,"$125,000 and more"
Female,80,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,55.5,Alberta,Less than high school diploma or its equivalent,By naturalization,"$50,000 to $74,999"
Male,51.6,Prince Edward Island,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,65.2,Ontario,Less than high school diploma or its equivalent,By naturalization,"Less than $25,000"
Female,42.9,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,60.9,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,63,Saskatchewan,Trade certificate or diploma,By birth,"$75,000 to $99,999"
Female,73.2,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,71.3,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,75.4,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,74.9,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,37.8,Ontario,University certificate or diploma below the bachelor's level,By birth,"$25,000 to $49,999"
Female,57.9,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,55.4,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,35.5,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,67.3,Ontario,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,48.8,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$75,000 to $99,999"
Male,41.2,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,37.6,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,59.5,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,55.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,46.1,Prince Edward Island,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Female,39.8,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,58,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,48.2,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$25,000 to $49,999"
Female,24.6,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,51,British Columbia,"College, CEGEP or other non-university certificate or di...",By naturalization,"$25,000 to $49,999"
Male,37.3,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,39,Ontario,"College, CEGEP or other non-university certificate or di...",Valid skip,"$25,000 to $49,999"
Female,15.7,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,31,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,57.7,Nova Scotia,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Male,53,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$75,000 to $99,999"
Male,55.4,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,34.5,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$100,000 to $ 124,999"
Female,39.5,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,28,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,61.6,Manitoba,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,71.2,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,71.8,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Female,32.8,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,70.5,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Female,68.3,Manitoba,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,51.3,Saskatchewan,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,23.4,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,18.3,Saskatchewan,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,49.1,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$125,000 and more"
Male,45.4,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$125,000 and more"
Male,58.6,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,61.1,New Brunswick,High school diploma or a high school equivalency certificate,Don't know,"$25,000 to $49,999"
Female,54.2,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,73.6,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,73,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,64.5,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,54.7,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,79.2,Ontario,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,44.6,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,39.7,Nova Scotia,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,34,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Female,48.4,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Female,68.2,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,67.2,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,23.6,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,27.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,15.8,British Columbia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,36.8,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
